,id,pad_id,longitude_pad,latitude_pad,county,state,operator_principal,parent_operator_co,company_type,pad_status,tst_first_detection_date
868,786611,9tz2gwtk,-102.143326,32.511982,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2021-08-15 00:00:00.000
869,785628,9tx41ec6,-102.58836,31.310171,Crane,Texas,FASKEN LAND AND MINERALS LTD,FASKEN LAND AND MINERALS,Private,no permit,
870,763072,9txxu0yk,-101.76863,32.304688,Martin,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-05-16 00:00:00.000
871,689065,9txmh1rk,-102.118706,31.82409,Midland,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2019-01-08 00:00:00.000
872,725937,9twq721j,-103.566536,32.037045,Lea,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-05-10 00:00:00.000
873,772622,9twhqkh1,-103.78217,31.706795,Reeves,Texas,RESOLUTE NATURAL RES CO LLC,RESOLUTE,Public,no permit,2021-07-14 00:00:00.000
874,746279,9twr9ux4,-103.624374,32.28098,Lea,New Mexico,"Titus Oil & Gas Production, LLC",,,no permit,2021-03-16 00:00:00.000
875,726144,9tvfxxv8,-104.07688,32.825905,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-01-08 00:00:00.000
876,742788,9txkrw8h,-101.97482,31.721008,Midland,Texas,XTO ENERGY INC.,,,no permit,2018-05-03 00:00:00.000
877,752723,9ttuyv8n,-104.11719,31.803837,Culberson,Texas,CIMAREX ENERGY CO,CIMAREX,Public,no permit,2021-06-09 00:00:00.000
878,751977,9txdbqte,-101.93441,31.457138,Upton,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2021-05-17 00:00:00.000
879,739775,9ty8fhvx,-103.263885,32.50293,Lea,New Mexico,XTO ENERGY INC,EXXON,Public,no permit,2021-05-30 00:00:00.000
880,749659,9txu5sjn,-101.44082,31.663788,Glasscock,Texas,LAREDO PETROLEUM INC,LAREDO PETROLEUM,Public,no permit,2019-07-27 00:00:00.000
881,750044,9txyggf5,-101.43394,32.145267,Howard,Texas,"TRILOGY OPERATING, INC.",NaN,NaN,no permit,2019-01-08 00:00:00.000
882,531753,9txq9w2f,-102.23772,32.114853,Andrews,Texas,FASKEN LAND AND MINERALS LTD,FASKEN LAND AND MINERALS,Private,no permit,2018-09-10 00:00:00.000
883,780669,9tzndykh,-102.52981,33.521366,Hockley,Texas,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2021-08-03 00:00:00.000
884,390869,9txu1p8w,-101.55673,31.68286,Glasscock,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2019-08-16 00:00:00.000
885,857570,9v8k9wbc,-100.831184,31.76582,Sterling,Texas,SS OPERATING LLC,SS OPERATING,Private,no permit,2022-05-02 00:00:00.000
886,753299,9ty1pfnq,-103.71333,32.531555,Lea,New Mexico,CHEVRON USA INC,CHEVRON,Public,no permit,2021-06-14 00:00:00.000
887,671139,9twkksku,-103.50654,31.708742,Loving,Texas,SHELL WESTERN EANDP,SHELL,Public,no permit,2021-03-16 00:00:00.000
888,697518,9tze2ys4,-101.914474,32.95121,Dawson,Texas,"FURIE OPERATING, LLC",NaN,NaN,no permit,2019-01-08 00:00:00.000
889,198511,9twu3wxt,-102.931564,31.721306,Winkler,Texas,APACHE CORP,APA,Public,no permit,2018-05-06 00:00:00.000
890,90262,9ty316ch,-103.65432,32.5354,Lea,New Mexico,NEARBURG PRODUCING CO,NaN,NaN,no permit,2018-05-16 00:00:00.000
891,757237,9tx7fxkx,-102.188354,31.637844,Upton,Texas,DISCOVERY OPERATING INC,DISCOVERY OPERATING,Private,no permit,2021-06-21 00:00:00.000
892,838854,9twb1rpf,-102.94211,30.976341,Pecos,Texas,SABINAL ENERGY OPERATING LLC,SABINAL ENERGY,Private,no permit,2021-11-16 17:45:19.000
893,777885,9ty4g0q0,-103.922325,32.82859,Eddy,New Mexico,BURNETT OIL CO INC,NaN,NaN,no permit,2021-07-29 00:00:00.000
894,776729,9ty14q8k,-103.96299,32.556057,Eddy,New Mexico,V F PETROLEUM INC,V F PETROLEUM,Private,no permit,2021-07-24 00:00:00.000
895,724898,9txgh5kt,-101.41943,31.483604,Reagan,Texas,LAREDO PETROLEUM INC,LAREDO PETROLEUM,Public,no permit,2019-01-13 00:00:00.000
896,50090,9ty5b7vp,-104.04445,33.02487,Chaves,New Mexico,MARSHALL AND WINSTON INC,MARSHALL AND WINSTON,Private,no permit,2018-06-08 00:00:00.000
897,644163,9tyf6w1r,-102.89617,32.773563,Gaines,Texas,KINDER MORGAN PRODUCTION CO LLC,KINDER MORGAN,Public,no permit,2021-02-19 00:00:00.000
898,785149,9twgpr1v,-102.68669,31.504158,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
899,854841,9tx524eb,-102.65105,31.52253,Crane,Texas,BLACKBEARD OPERATING LLC,,,no permit,2022-04-15 00:00:00.000
900,751104,9tx7fh6s,-102.21309,31.620884,Upton,Texas,SM ENERGY CO,SM ENERGY,Public,no permit,2019-07-27 00:00:00.000
901,663778,9tz13ydg,-102.57528,32.599773,Gaines,Texas,"JONES, L. E. OPERATING, INC.",NaN,NaN,no permit,2019-01-21 00:00:00.000
902,785265,9tx52sjw,-102.62653,31.531897,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
903,709368,9tw45ecs,-103.90638,31.310474,Reeves,Texas,APACHE CORP,APA,Public,no permit,2021-01-05 00:00:00.000
904,771038,9tz2pcd3,-101.960686,32.352192,Martin,Texas,QEP ENERGY CO,QEP RESOURCES,Public,no permit,2021-07-11 00:00:00.000
905,785403,9tx500bv,-102.654945,31.469873,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
906,26974,9twck822,-102.8094,31.158712,Pecos,Texas,PECOS RIVER EXPLORATION LLC,PECOS RIVER EXPLORATION,Private,no permit,2018-06-15 00:00:00.000
907,221420,9tryq4u4,-101.33225,30.645498,Crockett,Texas,"EPIC PERMIAN OPERATING, LLC",NaN,NaN,no permit,2018-05-03 00:00:00.000
908,769831,9twj21g4,-104.05806,31.870438,Culberson,Texas,RING ENERGY INC,RING ENERGY,Public,no permit,2021-07-09 00:00:00.000
909,714059,9tw0znpm,-103.74486,31.103163,Reeves,Texas,APACHE CORP,APA,Public,no permit,2021-01-25 00:00:00.000
910,355952,9tz2nwxs,-102.00841,32.38021,Martin,Texas,DIAMONDBACK E&P LLC,,,no permit,2018-05-03 00:00:00.000
911,659142,9ty64gcr,-103.588264,32.71718,Lea,New Mexico,SEELY OIL CO,SEELY OIL,Private,no permit,2021-02-24 00:00:00.000
912,714879,9twe6bc1,-103.236885,31.513086,Ward,Texas,CONTINENTAL OIL COMPANY,NaN,NaN,no permit,2021-01-25 00:00:00.000
913,629093,9ty85fg6,-103.189804,32.359253,Lea,New Mexico,"Maximum Lease Service, Inc",NaN,NaN,no permit,2020-08-28 00:00:00.000
914,644978,9ty8s23j,-103.17104,32.433933,Lea,New Mexico,APACHE CORP,APA,Public,no permit,2021-02-19 00:00:00.000
915,785687,9tx43ksf,-102.59449,31.358171,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
916,785792,9tx49jcm,-102.61052,31.409546,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
917,736824,9ttyz05h,-104.10218,32.12479,Eddy,New Mexico,SOLARIS WATER MIDSTREAM LLC,SOLARIS WATER,Private,no permit,2021-05-25 00:00:00.000
918,737259,9tw60vx7,-103.66793,31.319925,Reeves,Texas,MDC TEXAS OPERATOR LLC,MDC,Private,no permit,2021-05-25 00:00:00.000
919,769601,9twq3bm3,-103.62654,32.037735,Lea,New Mexico,CHEVRON USA INC,CHEVRON,Public,no permit,2021-07-09 00:00:00.000
920,738215,9txmf5f2,-102.21352,31.968916,Midland,Texas,"WINDSOR ENERGY GROUP, L.L.C.",,,no permit,2018-05-03 00:00:00.000
921,848011,9tx93enk,-101.878586,31.174435,Upton,Texas,CAMBRIAN MANAGEMENT LTD,,,no permit,
922,677368,9txhrcjf,-102.30769,31.690565,Ector,Texas,FIREBIRD ENERGY LLC,FIREBIRD ENERGY,Private,no permit,2019-01-13 00:00:00.000
923,732588,9txtckj0,-101.891266,31.970276,Midland,Texas,TARGA PL MID-CONT WESTTEX LLC,NaN,NaN,no permit,2019-01-08 00:00:00.000
924,702357,9twn48gy,-103.94738,31.99738,Loving,Texas,MEWBOURNE OIL CO,MEWBOURNE,Private,no permit,2021-04-10 00:00:00.000
925,786008,9tx51dnz,-102.58098,31.47717,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
926,785297,9tx52497,-102.65449,31.52304,Crane,Texas,BURLINGTON RES O & G CO-MIDLAND,NaN,NaN,no permit,
927,786201,9tx51kf4,-102.598434,31.491377,Crane,Texas,LARIO OIL AND GAS CO,O'S COMPANIES,Private,no permit,
928,277497,9twmb1kc,-103.7044,31.955357,Loving,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2019-04-01 00:00:00.000
929,680311,9twsqve1,-103.05839,31.714981,Winkler,Texas,REO OPERATING LLC,NaN,NaN,no permit,2021-03-26 00:00:00.000
930,845999,9tx7m4cn,-102.08359,31.525059,Upton,Texas,OVINTIV USA INC,OVINTIV,Public,no permit,2022-01-07 00:00:00.000
931,785242,9tx5b642,-102.64198,31.607674,Crane,Texas,CIMAREX ENERGY CO,CIMAREX,Public,no permit,
932,706839,9twv2w5f,-102.98035,31.893812,Winkler,Texas,WHITING OIL AND GAS CORPORATION,NaN,NaN,no permit,2021-04-20 00:00:00.000
933,168278,9txqux58,-102.10205,32.16255,Martin,Texas,GULF OIL CORP.,NaN,NaN,no permit,2019-09-25 00:00:00.000
934,778135,9ty8t6uh,-103.12307,32.44755,Lea,New Mexico,SOUTHWEST ROYALTIES INC,NaN,NaN,no permit,2021-07-29 00:00:00.000
935,857855,9tybrjjm,-102.69281,32.416138,Andrews,Texas,RING ENERGY INC,RING ENERGY,Public,no permit,2022-05-10 00:00:00.000
936,839070,9tw8z7tq,-103.03323,31.0896,Pecos,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2021-09-27 00:00:00.000
937,765415,9tvfy9hh,-104.12278,32.833405,Eddy,New Mexico,"LONGFELLOW ENERGY, LP",NaN,NaN,no permit,2021-07-04 00:00:00.000
938,786195,9tx51u8y,-102.578064,31.490631,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
939,647356,9v2j8p57,-101.24525,30.537016,Crockett,Texas,"EPIC PERMIAN OPERATING, LLC",NaN,NaN,no permit,2020-05-22 00:00:00.000
940,195842,9tybhsbr,-102.80948,32.371185,Andrews,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2019-07-05 00:00:00.000
941,759321,9v838nh8,-100.89224,31.234167,Irion,Texas,"TOC ENERGY RESOURCES, LLC",NaN,NaN,no permit,2021-06-26 00:00:00.000
942,786010,9tx51dz8,-102.579865,31.47996,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
943,454841,9txbgbwn,-101.42821,31.073215,Crockett,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2020-09-24 00:00:00.000
944,841756,9tz8dndc,-101.86145,32.46766,Martin,Texas,PETROLEGACY ENERGY II LLC,PETROLEGACY ENERGY,Private,no permit,2021-12-03 17:34:47.000
945,785189,9twgrku1,-102.68358,31.535152,Crane,Texas,"ARCH OIL & GAS, LLC",NaN,NaN,no permit,
946,702268,9tw1e1gy,-103.92551,31.211863,Reeves,Texas,APACHE CORP,APA,Public,no permit,2021-01-05 00:00:00.000
947,797121,9tw1fbuj,-103.935844,31.250225,Reeves,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,2021-03-16 00:00:00.000
948,845989,9twnq4pb,-103.787926,32.047226,Eddy,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2022-01-05 00:00:00.000
949,777796,9ttzts11,-104.17077,32.278164,Eddy,New Mexico,CAZA OPERATING LLC,CAZA,Private,no permit,2021-07-29 00:00:00.000
950,338735,9tx5334m,-102.598076,31.515152,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2018-05-16 00:00:00.000
951,838234,9txxk05u,-101.772026,32.21261,Martin,Texas,HUNT OIL CO,HUNT OIL,Private,no permit,2021-11-16 17:45:01.000
952,784879,9twgmd8s,-102.76533,31.52335,Crane,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,
953,857863,9txh1x3c,-102.587906,31.680643,Ector,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,2022-05-10 00:00:00.000
954,785493,9tx48mgd,-102.64021,31.408987,Crane,Texas,WALSH AND WATTS INC,WALSH AND WATTS,Private,no permit,
955,852334,9twsfk7c,-103.255226,31.795998,Winkler,Texas,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2022-03-31 00:00:00.000
956,362434,9tzrkm1m,-102.11619,33.6466,Hockley,Texas,TEXLAND PETROLEUM LP,TEXLAND PETROLEUM,Private,no permit,2019-07-20 00:00:00.000
957,331380,9v81ussp,-101.046616,31.271122,Irion,Texas,APACHE CORP,APA,Public,no permit,2018-05-08 00:00:00.000
958,794844,9tznu9w3,-102.44985,33.538727,Hockley,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-01-01 00:00:00.000
959,784957,9twfjuwg,-102.74567,31.314466,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
960,753186,9twdjd3u,-103.11508,31.302238,Reeves,Texas,"WWM OPERATING, LLC",NaN,NaN,no permit,2021-06-14 00:00:00.000
961,682018,9twzx5dk,-102.6968,32.27583,Andrews,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2019-02-20 00:00:00.000
962,847861,9twe6u95,-103.237045,31.53403,Ward,Texas,CALLON PETROLEUM OPERATING CO,CALLON,Public,no permit,2022-02-04 00:00:00.000
963,696561,9ty8sk4b,-103.16859,32.45363,Lea,New Mexico,CHEVRON USA INC,CHEVRON,Public,no permit,2021-03-31 00:00:00.000
964,786180,9tx517c6,-102.59936,31.485884,Crane,Texas,LARIO OIL AND GAS CO,O'S COMPANIES,Private,no permit,
965,697674,9twzp12w,-102.69942,32.176014,Andrews,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2019-01-21 00:00:00.000
966,777639,9tx9k03g,-101.77475,31.159155,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2021-07-26 00:00:00.000
967,397988,9v853fu8,-101.1666,31.523947,Irion,Texas,EARTHSTONE OPERATING LLC,EARTHSTONE ENERGY,Public,no permit,2018-05-03 00:00:00.000
968,781832,9txh1bgs,-102.57449,31.645594,Crane,Texas,CITATION OIL AND GAS CORP,CITATION OIL AND GAS,Private,no permit,
969,644087,9tygkn5b,-102.82679,32.94803,Gaines,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-01-11 00:00:00.000
970,847123,9tw3qmry,-103.42548,31.18721,Reeves,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2022-01-20 00:00:00.000
971,789961,9tz69r3n,-102.24815,32.82419,Gaines,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2021-08-20 00:00:00.000
972,849344,9vb1jmms,-101.01154,32.549202,Scurry,Texas,ORLAND OIL & GAS LLC,,,no permit,
973,785459,9tx4b938,-102.63218,31.427896,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
974,124621,9txqykdc,-102.02605,32.14899,Martin,Texas,"CROWNQUEST OPERATING, LLC",,,no permit,2018-05-06 00:00:00.000
975,785086,9twfzh9n,-102.69851,31.44669,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
976,744280,9txd0yye,-101.91124,31.326796,Upton,Texas,TRP OPERATING LLC,TRP ENERGY,Private,no permit,2019-03-09 00:00:00.000
977,786113,9tx50bmq,-102.61596,31.467295,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
978,35795,9tx51txx,-102.57975,31.496319,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,2018-05-06 00:00:00.000
979,785644,9tx40fg3,-102.618484,31.304462,Crane,Texas,CITATION OIL AND GAS CORP,CITATION OIL AND GAS,Private,no permit,
980,785103,9twgp0un,-102.69447,31.470129,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
981,785546,9tx42xqh,-102.625854,31.373533,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
982,696660,9twnhkym,-103.86706,32.019238,Eddy,New Mexico,"WPX Energy Permian, LLC",,,no permit,2021-01-15 00:00:00.000
983,785844,9tx49nse,-102.606094,31.413202,Crane,Texas,EXXON CORP,EXXON,Public,no permit,
984,847824,9txmqtzu,-102.00824,31.892761,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-02-04 00:00:00.000
985,745923,9twgx4v6,-102.69266,31.568256,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,2019-01-16 00:00:00.000
986,688751,9trxkfq6,-101.735756,30.818537,Crockett,Texas,"AVAD OPERATING, LLC",NaN,NaN,no permit,2019-01-13 00:00:00.000
987,750254,9txxww31,-101.66584,32.290375,Howard,Texas,"CROWNQUEST OPERATING, LLC",NaN,NaN,no permit,2019-01-08 00:00:00.000
988,732619,9txkkgue,-102.08966,31.705765,Midland,Texas,OVINTIV USA INC.,NaN,NaN,no permit,2019-01-08 00:00:00.000
989,786013,9tx512k8,-102.595116,31.466345,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
990,96588,9tz25fqq,-102.13101,32.357162,Martin,Texas,OVINTIV USA INC.,,,no permit,2018-05-03 00:00:00.000
991,437944,9vb3s76w,-100.70823,32.626457,Scurry,Texas,THREE SPAN OIL AND GAS INC,THREE SPAN OIL AND GAS,Private,no permit,2020-01-03 00:00:00.000
992,365915,9vb3s76x,-100.708145,32.626606,Scurry,Texas,THREE SPAN OIL AND GAS INC,THREE SPAN OIL AND GAS,Private,no permit,2019-11-04 00:00:00.000
993,849481,9txw8t3v,-101.928444,32.10992,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2022-03-13 00:00:00.000
994,784495,9tx658fn,-102.14781,31.29426,Upton,Texas,OSBORN HEIRS COMPANY,NaN,NaN,no permit,2021-05-17 00:00:00.000
995,624025,9txqgx3t,-102.14854,32.16478,Martin,Texas,"RSP PERMIAN, LLC",,,no permit,2018-05-03 00:00:00.000
996,256112,9tx4dxjw,-102.53855,31.416563,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,2018-05-06 00:00:00.000
997,736655,9tygknvd,-102.824196,32.95252,Gaines,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-01-11 00:00:00.000
998,815453,9txhrbcc,-102.31322,31.688961,Ector,Texas,FIREBIRD ENERGY LLC,FIREBIRD ENERGY,Private,no permit,2021-10-07 00:00:00.000
999,279056,9tvcxtkw,-104.077965,32.637394,Eddy,New Mexico,DEVON ENERGY PRODUCTION CO LP,DEVON,Public,no permit,2018-08-29 00:00:00.000
1000,769638,9twt3325,-103.30427,31.867804,Winkler,Texas,EXXON CORP,EXXON,Public,no permit,2021-07-09 00:00:00.000
1001,785926,9tx4bfyy,-102.61398,31.43714,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
1002,310675,9txj4m71,-102.55314,31.845499,Ector,Texas,"AGHORN OPERATING, INC.",NaN,NaN,no permit,2018-05-06 00:00:00.000
1003,12415,9ttus1x2,-104.22828,31.736792,Culberson,Texas,CAPITAN ENERGY INC,CAPITAN ENERGY,Private,no permit,2017-11-02 00:00:00.000
1004,390744,9txyp1qy,-101.28446,32.00013,Glasscock,Texas,CROWNQUEST OPERATING LLC,CROWNQUEST OPERATING,Private,no permit,2020-01-23 00:00:00.000
1005,773139,9tx7enm2,-102.16561,31.587128,Upton,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2019-05-16 00:00:00.000
1006,849773,9tw9ec2u,-103.19323,31.208729,Reeves,Texas,PRI OPERATING LLC,PRI OPERATING,Private,no permit,2022-03-16 00:00:00.000
1007,741192,9txm739q,-102.159966,31.869728,Midland,Texas,CHEVRON U. S. A. INC.,,,no permit,2018-05-06 00:00:00.000
1008,158491,9v84n0fk,-100.98315,31.293907,Irion,Texas,TRIPLE CROWN RESOURCES LLC,TRIPLE CROWN RESOURCES,Private,no permit,2018-05-03 00:00:00.000
1009,373538,9v2sj440,-100.32423,30.245455,Edwards,Texas,HENRY PETROLEUM LLC,NaN,NaN,no permit,2018-05-15 00:00:00.000
1010,785541,9tx48b1s,-102.621155,31.377752,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
1011,837044,9txumg7w,-101.34397,31.70348,Glasscock,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2021-11-11 00:00:00.000
1012,760892,9txxkss6,-101.74938,32.237057,Martin,Texas,RUGER PROPERTIES LLC,RUGER PROPERTIES,Private,no permit,2021-07-01 00:00:00.000
1013,766226,9tzn520b,-102.512245,33.39856,Hockley,Texas,CROSS TIMBERS ENERGY LLC,CROSS TIMBERS ENERGY,Private,no permit,2021-07-04 00:00:00.000
1014,222502,9txg9u55,-101.520325,31.57535,Reagan,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2018-05-23 00:00:00.000
1015,785106,9twgp40c,-102.6991,31.476007,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
1016,676298,9txbu8p3,-101.39367,31.069565,Crockett,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2021-01-27 00:00:00.000
1017,763016,9twtz9vj,-103.022736,31.95881,Winkler,Texas,PHILLIPS PETROLEUM COMPANY,NaN,NaN,no permit,2021-06-29 00:00:00.000
1018,786227,9tx51jd6,-102.609055,31.4954,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
1019,793137,9twgrmz7,-102.679184,31.54105,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,2019-01-06 00:00:00.000
1020,857782,9txsb7nb,-101.93286,31.789087,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-05-10 00:00:00.000
1021,257441,9twndd32,-103.95065,32.092587,Eddy,New Mexico,XTO HOLDINGS LLC,EXXON,Public,no permit,2018-05-06 00:00:00.000
1022,62190,9ty8z95s,-103.024925,32.481773,Andrews,Texas,"PIERCE PRODUCTION COMPANY, LLC",NaN,NaN,no permit,2018-05-06 00:00:00.000
1023,785599,9tx1cxde,-102.58665,31.286968,Crane,Texas,CITATION OIL AND GAS CORP,CITATION OIL AND GAS,Private,no permit,
1024,22257,9tw7137j,-103.6518,31.472683,Reeves,Texas,CENTENNIAL RESOURCE PRODUCTION LLC,CENTENNIAL,Public,no permit,2019-06-25 00:00:00.000
1025,785743,9tx4956r,-102.6089,31.396173,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
1026,388905,9v8479f6,-101.093056,31.34304,Irion,Texas,TRACKER RESOURCE DEVELOPMENT III LLC,TRACKER RESOURCE DEVELOPMENT,Private,no permit,2019-03-14 00:00:00.000
1027,729528,9txxfghw,-101.82591,32.317413,Martin,Texas,XTO ENERGY INC.,,,no permit,2018-05-06 00:00:00.000
1028,852327,9twjzkpk,-103.733665,31.97106,Loving,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,2022-03-11 00:00:00.000
1029,845610,9v8h0ykt,-101.21053,31.675968,Sterling,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2021-11-13 00:00:00.000
1030,849447,9tz84znn,-101.82389,32.383327,Martin,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2022-03-13 00:00:00.000
1031,672350,9v85j005,-101.030205,31.465378,Irion,Texas,"COMPASS ENERGY OPERATING, LLC",NaN,NaN,no permit,2019-01-13 00:00:00.000
1032,777819,9ttvugvh,-104.198425,31.969574,Culberson,Texas,CIMAREX ENERGY CO,CIMAREX,Public,no permit,2021-07-29 00:00:00.000
1033,784865,9twgwyg4,-102.7068,31.590294,Crane,Texas,WILLIAMS OIL COMPANY,NaN,NaN,no permit,
1034,855694,9ty0j2b1,-103.83171,32.348083,Eddy,New Mexico,BMT O&G NM LLC,,,no permit,2022-04-25 00:00:00.000
1035,781828,9tx5frdk,-102.55427,31.638725,Crane,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,
1036,771265,9tz2mpf8,-102.08147,32.430275,Martin,Texas,"BEDROCK PRODUCTION, LLC",NaN,NaN,no permit,2021-07-11 00:00:00.000
1037,782642,9tx502fq,-102.642,31.470161,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
1038,753503,9twq9y21,-103.63398,32.1146,Lea,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-06-14 00:00:00.000
1039,659116,9ty4t2bd,-103.83082,32.787693,Eddy,New Mexico,MACK ENERGY CORP,MACK ENERGY,Private,no permit,2021-01-15 00:00:00.000
1040,405402,9twpjn7x,-103.8377,32.203552,Eddy,New Mexico,XTO DELAWARE BASIN LLC,EXXON,Public,no permit,2019-12-02 00:00:00.000
1041,728076,9twzn8z3,-102.71216,32.172283,Andrews,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2019-02-15 00:00:00.000
1042,855718,9txmkq4s,-102.11445,31.894062,Midland,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2022-04-25 00:00:00.000
1043,528004,9tx0w5kq,-102.38661,31.044445,Pecos,Texas,None,NaN,NaN,no permit,2020-10-17 00:00:00.000
1044,785159,9twgr9vk,-102.670746,31.519108,Crane,Texas,BURLINGTON RES O & G CO-MIDLAND,NaN,NaN,no permit,
1045,750111,9tzbz3rn,-101.27332,32.483604,Howard,Texas,"HIGHPEAK ENERGY HOLDINGS, LLC",NaN,NaN,no permit,2020-03-28 00:00:00.000
1046,785748,9tx49hg4,-102.60815,31.403408,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
1047,338833,9twj4ddf,-103.94863,31.830576,Reeves,Texas,BPX OPERATING CO,BP,Public,no permit,2018-06-15 00:00:00.000
1048,849475,9txw8t3v,-101.928444,32.10992,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2022-03-13 00:00:00.000
1049,745927,9twgqvcy,-102.70856,31.541456,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,2019-06-20 00:00:00.000
1050,755385,9twu2dzs,-102.975365,31.700401,Winkler,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2021-06-14 00:00:00.000
1051,791870,9tv9g04s,-104.63011,32.652058,Eddy,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-08-23 00:00:00.000
